object_id,sector,provider_name,timespan_begin,timespan_end,dc_type,dc_subject,metadata_format,view_fields,digitized
23MBRVVDUHBFZNDCTK4SQM7KROKGVGNF,Media library,Universität Paderborn. Institut für Germanistik und Vergleichende Literaturwissenschaft,2000.0,2000.0,"[""Streetart""]",[],LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Ereignis"", ""(wo)"", ""Ereignis"", ""(wann)"", ""Standort"", ""Förderung"", ""Sammlung""]",True
23MP6VQSC6DU3BQBZGTV74PQ43QU53WZ,Archive,Staatsarchiv Amberg,1558.0,1558.0,"[""Urkunden""]","[""Amberg, Stadel"", ""Seydl, Wolf, Amberg"", ""Plech, Hans, Amberg"", ""Pfleger, Hans, Bürgermeister zu Amberg""]",EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Formalbeschreibung"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Indexbegriffe Ort""]",False
23MTGHFRKQUGEOSPA52LGJNPRTW64CIL,Library,Thüringer Universitäts- und Landesbibliothek Jena,1790.0,1790.0,"[""Aufsatz""]",[],METS,"[""Beteiligte Personen und Organisationen"", ""Dokumenttyp"", ""Erschienen in"", ""Erschienen"", ""Sprache""]",True
23MXIA3RGCOKQF2VEAC6YKKQEL6X5MGU,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1831.0,1831.0,"[""Dokument""]","[""Börner, Carl Gustav"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23NKJGNPXILDDBPF5FI4CZM4GNGUAQG7,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1829.0,1829.0,"[""Archivale""]","[""Mylius, Heinrich"", ""Goethe, Johann Wolfgang (1749-1832)""]",EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution""]",False
23O7VNNHSY3X3JBQEC5YU3W4AHQWRS2I,Library,Deutsche Nationalbibliothek,,,[],"[""Erziehung, Schul- und Bildungswesen""]",MARC 21,"[""Urheber"", ""Sprache"", ""Umfang"", ""Klassifikation"", ""Erschienen in"", ""URN"", ""Standort""]",True
23OAATZTMT6WS2SI2QAGFBUJVBGPEAVB,Other,Münzkabinett,1910.0,1910.0,"[""Medaille""]","[""20. Jh."", ""Architektur"", ""Bronze / Kupfer"", ""Deutschland"", ""Ereignisse"", ""Medaillen"", ""Medailleure"", ""Neuzeit"", ""Private als Münzstand"", ""Tiere""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""Bezug (was)"", ""Verwandtes Objekt/Literatur"", ""Periode"", ""Standort"", ""Inventarnummer"", ""Weitere Nummer(n)"", ""Sammlung""]",True
23OFYI7A2YF2UX2PAXB63YILY3BZRV4L,Archive,Bundesarchiv,1976.0,1976.0,"[""Schriftgut""]",[],EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Provenienz"", ""Archivalientyp"", ""Sprache der Unterlagen""]",False
23OQTYJQOLNRLSGEOS5IEJQRIVTYFKY5,Library,Deutsche Nationalbibliothek,2017.0,2017.0,"[""Hochschulschrift""]","[""Informatik""]",MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Klassifikation"", ""Standort""]",False
23PBMGXSM5G77M3S3NWXNXWVQ3RWSNBQ,Library,Herzogin Anna Amalia Bibliothek,1815.0,1815.0,"[""Kapitel""]",[],METS,"[""Dokumenttyp"", ""Erschienen in"", ""Erschienen"", ""Sprache""]",True
23PTEOTRFD5FIAWX3XEPEKNGBFWOEMUH,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1803.0,1803.0,"[""Dokument""]","[""Wolzogen, Wilhelm Ernst Friedrich von"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23PWQFQAK7PJJQMKH34JST6ARDAIOHS3,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,1926.0,1926.0,"[""Druckgraphik""]","[""Gedicht"", ""\""Nachgefühl\"" (Goethe)""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""(Beschreibung)"", ""Ereignis"", ""(wer)"", ""(Beschreibung)"", ""Bezug (was)"", ""Beschriftung"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
23PZXT5HWMXR7UL6245BB5RKHVFRS5QI,Archive,Landesarchiv Nordrhein-Westfalen. Abteilung Westfalen,1942.0,1950.0,[],[],EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Provenienz"", ""Archivalientyp""]",False
23Q3CR5DRTIIALJYNMHZ4IYLOCOR3OGS,Library,Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek,1776.0,1776.0,"[""Kapitel""]",[],METS,"[""Dokumenttyp"", ""Erschienen in"", ""Sprache"", ""Umfang"", ""Förderung""]",True
23QAXVB6ZEZUYREKRNX36YYA3UF5ILMA,Library,Deutsche Nationalbibliothek,2009.0,2009.0,"[""Rezension""]",[],MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""DOI"", ""URN"", ""Standort""]",True
23QEVKJFS4CLMUY3NK3AUZXBOGMAUF7O,Library,Deutsche Nationalbibliothek,1984.0,1984.0,[],"[""Hegelianismus"", ""Hegel, Georg Wilhelm Friedrich"", ""Hegelianismus"", ""Hegel, Georg Wilhelm Friedrich""]",MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Ausgabe"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Schlagwort"", ""ISBN"", ""Standort""]",False
23QTLVEAX7MU2MWGSTAAOSULKLZY4B25,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,1830.0,1830.0,"[""Druckgraphik""]","[""Illustration"", ""Prosa"", ""\""Die Leiden des jungen Werthers\"" (Goethe)"", ""Briefroman"", ""Werther (Figur in Goethes Werthers Leiden)""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(Beschreibung)"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(Beschreibung)"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""(Beschreibung)"", ""Bezug (was)"", ""Bezug (wer)"", ""Beschriftung"", ""Verwandtes Objekt/Literatur"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
23RHX4UKFCVLJVXTF7BITML62EKOU2ME,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1828.0,1828.0,"[""Dokument""]","[""Beust, Ernst August Graf von"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23RLJYZ573OOXZMM7FNXJNVGUITDLE43,Other,Stiftung Deutsches Historisches Museum,1977.0,1977.0,"[""Medaille""]","[""Lauchstädt"", ""Medaille"", ""(Schaumünze)"", ""Goethe, Johann Wolfgang von""]",LIDO,"[""Objekt Bezeichnung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""Bezug (was)"", ""Bezug (wer)"", ""Klassifikation"", ""Standort"", ""Inventarnummer""]",True
23RRTDP7ELGOOVHK3CDMIZA34MRK3RU3,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1829.0,1829.0,"[""Dokument""]","[""Soret, Frédéric"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23S4EMM6AJ3DWGDFZBZ4SH23JJMJUYSZ,Library,Deutsche Nationalbibliothek,2011.0,2011.0,[],"[""Masterstudium"", ""Religionsphilosophie"", ""Lehrveranstaltung"", ""Master of arts"", ""Studiengang"", ""Student"", ""Erziehung, Schul- und Bildungswesen""]",MARC 21,"[""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Schlagwort"", ""Klassifikation"", ""Erschienen in"", ""URN"", ""Standort""]",True
23SAUYAMFP4MWIIJ5EZVEBH2I4QSQFSF,Library,Deutsche Nationalbibliothek,2018.0,2018.0,"[""Hochschulschrift""]","[""Krankheit"", ""Glykogenose"", ""Muskelkrankheit"", ""Autophagie"", ""Muskeldystrophie""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Schlagwort"", ""Standort""]",False
23SOFEOAOAAJIH6NPJJLJHZBV2Z2DOLC,Library,GESIS - Leibniz-Institut für Sozialwissenschaften. Bibliothek Köln,2014.0,2014.0,"[""Working paper""]","[""Wirtschaft"", ""Economics"", ""Management"", ""Wirtschaftspolitik"", ""Management Science"", ""Economic Policy"", ""Unternehmen"", ""Transnationalisierung"", ""Vernetzung"", ""Finanzmarkt"", ""Kapitalismus"", ""Macht"", ""Eigentum"", ""Corporate Governance"", ""Kontrolle"", ""Bundesrepublik Deutschland"", ""enterprise"", ""transnationalization"", ""networking"", ""financial market"", ""capitalism"", ""power"", ""property"", ""corporate governance"", ""control"", ""Federal Republic of Germany""]",Dublin Core,"[""Objektbezeichnung"", ""Objektbeschreibung"", ""Thema"", ""Ereignis"", ""(wer)"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""Erschienen in"", ""Sprache"", ""Umfang"", ""URN"", ""Anmerkungen""]",True
23TBDZXCMDXQXKMTSKE7TE5UUYDILNA2,Library,Deutsche Nationalbibliothek,2020.0,2020.0,[],"[""Neuromas"", ""Amputation"", ""Inhibition"", ""Time""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""Schlagwort"", ""URN"", ""Standort""]",True
23TMCLP2SRKIPMOU3F2NT6UDVIHQCV32,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1813.0,1813.0,"[""Dokument""]","[""Schuster, Fr. Aug."", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23TXGJEJWPB5XXAG55MGB6FDLD3KBCBW,Library,Bayerische Staatsbibliothek,1840.0,1840.0,"[""text""]",[],MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Erschienen in"", ""URN"", ""Standort""]",True
23U2ZYI5VRJXANZ6VHKSHIVGZN5FS57W,Archive,Landesarchiv Berlin,1913.0,1913.0,[],[],EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Archivalientyp""]",False
23U7WLYUVTZYJPALVL5USIGB7M6PR6RB,Library,Deutsche Nationalbibliothek,2002.0,2002.0,[],[],MARC 21,"[""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Inhaltsverzeichnis"", ""Erschienen in"", ""Standort""]",False
23V7RBWOYSKRGUXOVCOYDBVAT3GLUAWA,Library,Universitätsbibliothek Bielefeld,1872.0,1872.0,"[""Illustration""]",[],METS,"[""Dokumenttyp"", ""Erschienen in"", ""Sprache""]",True
23V7X6T5SZ4W4B24WUISOGCIAC3FVYHJ,Archive,"Akademie der Künste, Archiv",1965.0,1965.0,"[""Akte""]",[],EAD,"[""Archivaliensignatur"", ""Alt-/Vorsignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Umfang"", ""Archivalientyp"", ""Sonstige Erschließungsangaben""]",False
23VAO2UXUHPL4DV4INGWA4DJWLC35W7R,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,,,"[""Dokument""]",[],EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Umfang"", ""Archivalientyp"", ""Archivalientitel""]",True
23VO7MW6ZSHFOO2LJ4WSTU4QFZSIVWZD,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1828.0,1828.0,"[""Dokument""]","[""Seidler, Luise"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23VONYOHPEAHEXPBLMMHSW6CWUL3RYHE,Library,Deutsche Nationalbibliothek,1955.0,1955.0,[],[],MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Maße"", ""Inhaltsverzeichnis"", ""Standort""]",False
23VQJWYUTEWY6P6ZTKRXAHZKBAZDL7TZ,Media library,Historische Bildpostkarten - Universität Osnabrück,1905.0,1905.0,"[""Ansichtskarte / Motivkarte""]","[""2.3.2 Operette, Oper und Schlager""]",LIDO,"[""Objekt Bezeichnung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(wo)"", ""Ereignis"", ""(wer)"", ""Ereignis"", ""(wann)"", ""(Beschreibung)"", ""Klassifikation"", ""Standort"", ""Weitere Nummer(n)"", ""Sammlung""]",True
23VXFI5BKMFPDWIFDX7JJDYSYSCIPFMM,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1822.0,1822.0,"[""Dokument""]","[""Weller, Christian Ernst Friedrich"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Bemerkungen"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23VY22ZJXRJ3QF7V5LZ75H5MRETR6MFY,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1831.0,1831.0,"[""Dokument""]","[""Rochlitz, Johann Friedrich"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23X2QXAVD5Q2U62DILVGOUJV4MYGEADW,Library,Deutsche Nationalbibliothek,1924.0,1924.0,[],[],MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Ausgabe"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Standort""]",False
23XDMREYYA4CW3FA2J5NI6MAVTQ57M2Y,Archive,Landesarchiv Thüringen – Hauptstaatsarchiv Weimar,1958.0,1958.0,"[""Text""]",[],METS,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Dokumenttyp"", ""Erschienen"", ""Umfang"", ""Anmerkungen"", ""Standort""]",True
23XHC7ACIKZXBGBW3ASBP2SWQIBV4U52,Library,Thüringer Universitäts- und Landesbibliothek Jena,1826.0,1826.0,"[""Monografie""]",[],METS,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Dokumenttyp"", ""Erschienen"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""PURL"", ""Standort""]",True
23XJVF3IOKJAR2Y2ALXLDSWAIB2CZHRA,Library,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Bibliothek,1889.0,1889.0,"[""Buch""]","[""Goethehaus (Frankfurt)""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""(Beschreibung)"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""(Beschreibung)"", ""Bezug (wo)"", ""Standort"", ""Inventarnummer"", ""Förderung"", ""Sammlung""]",True
23XU2Q2Y3P5GVDMNH6E3GZPXZLYZAFTC,Library,Deutsche Nationalbibliothek,,,[],"[""Ausländischer Student"", ""Unternehmenskooperation"", ""Coaching"", ""Unternehmenskooperation"", ""Hochschule"", ""Theologie"", ""Student"", ""Englisch"", ""Berufsvorbereitung"", ""Ausländischer Student"", ""Erziehung, Schul- und Bildungswesen"", ""Deutschland"", ""Goethe-Universität Frankfurt am Main"", ""Goethe-Universität Frankfurt am Main""]",MARC 21,"[""Urheber"", ""Sprache"", ""Umfang"", ""Schlagwort"", ""Klassifikation"", ""Erschienen in"", ""URN"", ""Standort""]",True
23XXJUSLS56WRVGA5WNSTMQ7WNGJUV5H,Library,Deutsche Nationalbibliothek,2005.0,2005.0,[],"[""Deutsche Literatur""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Ausgabe"", ""Sprache"", ""Umfang"", ""Maße"", ""Inhaltsverzeichnis"", ""Klassifikation"", ""Erschienen in"", ""ISBN"", ""Standort""]",False
23XZ5SZOYNUD2AYJUMXB2PHY6X67IEKA,Library,Deutsche Nationalbibliothek,1995.0,1995.0,[],"[""Zitat"", ""Meditation"", ""Goethe, Johann Wolfgang von""]",MARC 21,"[""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Maße"", ""Inhaltsverzeichnis"", ""Schlagwort"", ""ISBN"", ""Standort""]",False
23Y6ZWP3EXQVX45B3JQOJZWJOUN5CA2Q,Library,Herzogin Anna Amalia Bibliothek,1819.0,1819.0,"[""Kapitel""]",[],METS,"[""Dokumenttyp"", ""Erschienen in"", ""Erschienen"", ""Sprache""]",True
23YDKMO6JCQMFC4FGFMORAEYADIGDNIO,Archive,Landesarchiv Thüringen – Hauptstaatsarchiv Weimar,1908.0,1908.0,"[""Text""]",[],METS,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Dokumenttyp"", ""Erschienen"", ""Umfang"", ""Anmerkungen"", ""URN"", ""Standort""]",True
23YHWEVQOSG4PPRDAAB5ADEUSGIHARGR,Archive,Kreisarchiv Viersen,,,"[""Bilder""]","[""Lobberich, Oberbocholt""]",EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Provenienz"", ""Maße"", ""Material"", ""Archivalientyp"", ""Bemerkungen"", ""Indexbegriffe Ort""]",False
23YNK5SYVRRGKICWRYYEBLHQEHENSYSX,Archive,Landesarchiv Nordrhein-Westfalen. Abteilung Westfalen,,,[],[],EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Provenienz"", ""Archivalientyp""]",False
23YPP5WYPWGSDECURDBTQCG6VCTCF4DY,Library,Deutsche Nationalbibliothek,1957.0,,"[""Hochschulschrift""]",[],MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Maße"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Standort""]",False
23YUBJ3LA3OXEDAQSNTGO7S7FDABIGE5,Library,Deutsche Nationalbibliothek,1982.0,,[],[],MARC 21,"[""Weitere Titel"", ""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Inhaltsverzeichnis"", ""Erschienen in"", ""Standort""]",False
23YYZW26TA4NOQAA6HOEOCMSKHVIFPDL,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1793.0,1793.0,"[""Dokument""]","[""Vulpius (Goethe), Christiane"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
23Z3TRXZO6F45JLBRAZ76OUBLGWPSYFF,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,1860.0,1860.0,"[""Zeichnung""]","[""Architekturansicht"", ""Aufriss (Zeichnung)"", ""Topografie"", ""Verona"", ""Porta Palio (Verona)""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(wann)"", ""(Beschreibung)"", ""Bezug (was)"", ""Bezug (wo)"", ""Beschriftung"", ""Verwandtes Objekt/Literatur"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
23Z6ZNMOC5PYCYP6WGK3VRTJ6IH3MMRE,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1808.0,1808.0,"[""Archivale""]","[""Kleist, Heinrich von"", ""Goethe, Johann Wolfgang (1749-1832)""]",EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution""]",False
23ZBLEQRAVBEIVPMO4HXVGAAZFKGK6BD,Archive,Niedersächsisches Landesarchiv,1833.0,1834.0,"[""Verzeichnung""]","[""Frommann""]",EAD,"[""Archivaliensignatur"", ""Alt-/Vorsignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Archivalientyp"", ""Sonstige Erschließungsangaben"", ""Indexbegriffe Person/Institution""]",True
23ZM6GLFDXOM4SD64EVEPQ37QE6H2M5G,Archive,Klassik Stiftung Weimar: Goethe- und Schiller-Archiv,1827.0,1827.0,"[""Dokument""]","[""Varnhagen von Ense, Karl August Ludwig Philipp"", ""Goethe, Johann Wolfgang von""]",EAD,"[""Signatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Umfang"", ""Archivalientyp"", ""Indexbegriffe Person/Institution"", ""Archivalientitel""]",True
242SA2NPIABIZ67RD3MOEDQ6LIEHUEGQ,Archive,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Handschriftenabteilung,1939.0,1939.0,"[""Brief""]","[""Wasserzeichen""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""(Beschreibung)"", ""Ereignis"", ""(wer)"", ""(Beschreibung)"", ""Ereignis"", ""(wer)"", ""(wo)"", ""(wann)"", ""(Beschreibung)"", ""Ereignis"", ""(wer)"", ""(wann)"", ""(Beschreibung)"", ""Bezug (was)"", ""Verwandtes Objekt/Literatur"", ""Standort"", ""Inventarnummer"", ""Förderung"", ""Sammlung""]",True
242WSOILQEURCWKS4PETGT3C4ITTIGBI,Library,Bayerische Staatsbibliothek,1686.0,1686.0,"[""text""]",[],MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""URN"", ""VD17"", ""Standort""]",True
24366ZYW67DHFVCBM72DMY6UN27EXN7X,Other,Freies Deutsches Hochstift / Frankfurter Goethe-Museum - Kunstsammlung / Museum,1833.0,1833.0,"[""Zeichnung""]","[""Figürliche Darstellung"", ""Akt (Kunst)"", ""Personifikation"", ""Pauszeichnung""]",LIDO,"[""Objekt Bezeichnung"", ""Objektbeschreibung"", ""Material/Technik"", ""Maße"", ""Ereignis"", ""(wer)"", ""(wann)"", ""(Beschreibung)"", ""Bezug (was)"", ""Beschriftung"", ""Verwandtes Objekt/Literatur"", ""Standort"", ""Inventarnummer"", ""Sammlung""]",True
243A7QA5TF7CYQJZPERLFKKMPTU5XYFG,Library,Bayerische Staatsbibliothek,1890.0,1890.0,"[""text""]","[""Goethe, Johann Wolfgang von""]",MARC 21,"[""Weitere Titel"", ""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Ausgabe"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""Schlagwort"", ""URN"", ""Standort""]",True
243DQXTQUGX5DNA36JXFXF2GFRRZLF32,Library,Deutsche Nationalbibliothek,2023.0,2023.0,[],"[""RNS-Spleißen"", ""Proteine"", ""Stressreaktion"", ""Biowissenschaften, Biologie""]",MARC 21,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""Schlagwort"", ""Klassifikation"", ""DOI"", ""URN"", ""Standort""]",True
243ZVLKRDBFXXQ54TCNRQY4L755IUSH3,Library,Deutsche Nationalbibliothek,2021.0,2021.0,[],"[""Buchkunst"", ""Künstlerbuch"", ""Handschrift"", ""Kalligrafie"", ""Büttenpapier"", ""Buntpapier"", ""Goethe, Johann Wolfgang von""]",MARC 21,"[""Weitere Titel"", ""Urheber"", ""Beteiligte Personen und Organisationen"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""Inhaltsverzeichnis"", ""Schlagwort"", ""URN"", ""Standort""]",True
244MZ7QUCQEEDBFLL64KLUPA22QVQCZG,Archive,Landesarchiv Berlin,1949.0,1949.0,[],[],EAD,"[""Archivaliensignatur"", ""Alt-/Vorsignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Enthältvermerke"", ""Umfang"", ""Archivalientyp"", ""Sonstige Erschließungsangaben""]",False
244VVQW6ECBSOLUFSSDTZWZFDHPNJE2I,Archive,Landesarchiv Thüringen – Hauptstaatsarchiv Weimar,1956.0,1956.0,"[""Text""]",[],METS,"[""Urheber"", ""Beteiligte Personen und Organisationen"", ""Dokumenttyp"", ""Erschienen"", ""Umfang"", ""Anmerkungen"", ""Standort""]",True
2456EFP6NW4Z7INBKVTFDN2BOJDXLT35,Archive,Landesarchiv Sachsen-Anhalt,1908.0,1908.0,"[""Karten und Pläne""]",[],EAD,"[""Archivaliensignatur"", ""Bestand"", ""Kontext"", ""Laufzeit"", ""Provenienz"", ""Maße"", ""Archivalientyp"", ""Sonstige Erschließungsangaben""]",False
245C5DGMGBC7XUCZYZOHUROCQ6VVKOPD,Library,Bayerische Staatsbibliothek,1846.0,1846.0,"[""text""]","[""Goethe, Johann Wolfgang von"", ""Humanismus"", ""Philosophie"", ""Goethe, Johann Wolfgang von""]",MARC 21,"[""Urheber"", ""Ereignis"", ""(wo)"", ""(wer)"", ""(wann)"", ""Dokumenttyp"", ""Sprache"", ""Umfang"", ""Anmerkungen"", ""Schlagwort"", ""URN"", ""Standort""]",True
